ticker,company_name,issue_type,severity,detail,signal_category,signal_headline,chunk_id,accession_number,source_document_url,human_disposition,review_notes
FLNC,Fluence Energy Inc.,signal_evidence_unverified,error,quote_not_found:revenue declined 16 1 year over year in fy2025,demand_and_revenue,Revenue declined 16.1% year-over-year in FY2025,FLNC_000186894125000081_document_item_7_mdna_18,0001868941-25-000081,https://www.sec.gov/Archives/edgar/data/1868941/000186894125000081/flnc-20250930.htm,,
FLNC,Fluence Energy Inc.,signal_evidence_unverified,warning,quote_not_found:r d expenses increased 30 2 year over year in fy2025,capital_allocation,R&D expenses increased 30.2% year-over-year in FY2025,FLNC_000186894125000081_document_item_7_mdna_18,0001868941-25-000081,https://www.sec.gov/Archives/edgar/data/1868941/000186894125000081/flnc-20250930.htm,,
FN,Fabrinet,signal_evidence_unverified,warning,quote_not_found:supply chain strain and single source dependencies persist,supplier_or_infrastructure_dependency,Supply chain strain and single-source dependencies persist,FN_000140871025000039_document_item_1a_risk_factors_10,0001408710-25-000039,https://www.sec.gov/Archives/edgar/data/1408710/000140871025000039/fn-20250627.htm,,
GEV,GE Vernova Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001996810-26-000015,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/gev-20251231.htm,,
GEV,GE Vernova Inc.,high_importance_profile_unverified,error,4,,,,0001996810-26-000015,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/gev-20251231.htm,,
GEV,GE Vernova Inc.,signal_evidence_unverified,error,quote_not_found:robust demand for grid equipment driven by ai and renewables interconnection,demand_and_revenue,Robust demand for grid equipment driven by AI and renewables interconnection,GEV_000199681026000015_document_item_1_business_14,0001996810-26-000015,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/gev-20251231.htm,,
GEV,GE Vernova Inc.,signal_evidence_unverified,error,quote_not_found:workhorse products account for 75 of equipment rpo indicating product simplification,capacity_and_supply,"Workhorse products account for 75% of equipment RPO, indicating product simplification",GEV_000199681026000015_document_item_1_business_10,0001996810-26-000015,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/gev-20251231.htm,,
GEV,GE Vernova Inc.,signal_evidence_unverified,error,quote_not_found:strong liquidity position with 8 8 billion cash and minimal debt,liquidity_and_balance_sheet,Strong liquidity position with $8.8 billion cash and minimal debt,GEV_000199681026000015_document_item_7_mdna_36,0001996810-26-000015,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/gev-20251231.htm,,
GEV,GE Vernova Inc.,signal_evidence_unverified,warning,quote_not_found:supply chain pressures persist with sole sourced critical materials and chips,supplier_or_infrastructure_dependency,Supply chain pressures persist with sole-sourced critical materials and chips,GEV_000199681026000015_document_item_1a_risk_factors_2,0001996810-26-000015,https://www.sec.gov/Archives/edgar/data/1996810/000199681026000015/gev-20251231.htm,,
GLW,Corning Inc.,current_fact_contains_risk_language,warning,We perform comprehensive reviews of our significant customers and their creditworthiness... We are not aware of any customer credit issues that could have a material impact on our liquidity.,customer_concentration,Customer credit risk monitored,GLW_000002474126000124_document_item_7_mdna_31,0000024741-26-000124,https://www.sec.gov/Archives/edgar/data/24741/000002474126000124/glw-20251231.htm,,
GOOGL,Alphabet Inc.,partial_signal_json_recovery,warning,partial_array_recovery:4,,,,0001652044-26-000018,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,,
GS,Goldman Sachs Group Inc.,current_fact_contains_risk_language,warning,"As of December 2025, our Investment banking fees backlog increased significantly compared with the end of 2024, primarily due to significantly higher estimated net revenues from potential advisory transactions and, to a lesser extent, poten",demand_and_revenue,Investment banking backlog increases significantly,GS_000088698226000091_document_item_7_mdna_56,0000886982-26-000091,https://www.sec.gov/Archives/edgar/data/886982/000088698226000091/gs-20251231.htm,,
GS,Goldman Sachs Group Inc.,signal_evidence_unverified,error,quote_not_found:resolution strategy risks to security holders,regulatory_or_geopolitical,Resolution strategy risks to security holders,GS_000088698226000091_document_item_1a_risk_factors_65,0000886982-26-000091,https://www.sec.gov/Archives/edgar/data/886982/000088698226000091/gs-20251231.htm,,
HON,Honeywell International Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000773840-26-000013,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/hon-20251231.htm,,
HON,Honeywell International Inc.,current_fact_contains_risk_language,warning,"On May 21, 2025, we completed the sale of our PPE business for $1.2 billion... On October 30, 2025, we completed the spin-off of the Advanced Materials business into Solstice Advanced Materials Inc.",capital_allocation,Strategic divestitures and spin-offs executed,HON_000077384026000013_document_full_filing_115,0000773840-26-000013,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/hon-20251231.htm,,
HON,Honeywell International Inc.,signal_evidence_unverified,warning,quote_not_found:significant sales exposure to u s government,customer_concentration,Significant sales exposure to U.S. government,HON_000077384026000013_document_full_filing_27,0000773840-26-000013,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/hon-20251231.htm,,
HON,Honeywell International Inc.,parser_fallback_or_warning,warning,target_sections_not_found_using_full_filing,,,,0000773840-26-000013,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/hon-20251231.htm,,
HPE,Hewlett Packard Enterprise Company,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001645590-25-000130,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/hpe-20251031.htm,,
HPE,Hewlett Packard Enterprise Company,high_importance_profile_unverified,error,4,,,,0001645590-25-000130,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/hpe-20251031.htm,,
HPE,Hewlett Packard Enterprise Company,signal_evidence_unverified,error,quote_not_found:hpe funds juniper acquisition via debt and balance sheet cash,capital_allocation,HPE funds Juniper acquisition via debt and balance sheet cash,HPE_000164559025000130_document_item_7_mdna_41,0001645590-25-000130,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/hpe-20251031.htm,,
HPE,Hewlett Packard Enterprise Company,current_fact_contains_risk_language,warning,"variations in customer acceptances... and cancellations... can be uneven... have at times impacted... our pipeline, bookings, and our ability to recognize revenue... larger orders... may involve larger amounts of credit or longer payment te",demand_and_revenue,Customer order cancellations and payment terms impact revenue,HPE_000164559025000130_document_item_1a_risk_factors_90,0001645590-25-000130,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/hpe-20251031.htm,,
HPE,Hewlett Packard Enterprise Company,signal_evidence_unverified,warning,quote_not_found:hpe relies on third party suppliers and contract manufacturers,supplier_or_infrastructure_dependency,HPE relies on third-party suppliers and contract manufacturers,HPE_000164559025000130_document_item_1a_risk_factors_33,0001645590-25-000130,https://www.sec.gov/Archives/edgar/data/1645590/000164559025000130/hpe-20251031.htm,,
IBM,International Business Machines Corporation,missing_core_fact,warning,revenue,,,,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,,
IBM,International Business Machines Corporation,missing_core_fact,warning,net_income,,,,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,,
IBM,International Business Machines Corporation,missing_core_fact,warning,total_assets,,,,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,,
IBM,International Business Machines Corporation,missing_core_fact,warning,operating_cash_flow,,,,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,,
IBM,International Business Machines Corporation,signal_evidence_unverified,warning,quote_not_found:expanding regulatory scope for ai cloud and data privacy,regulatory_or_geopolitical,"Expanding regulatory scope for AI, cloud, and data privacy",IBM_000005114326000010_document_item_1a_risk_factors_5,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,,
IBM,International Business Machines Corporation,signal_evidence_unverified,warning,unknown_chunk_id:global facility footprint supports cloud and research operations,capacity_and_supply,Global facility footprint supports cloud and research operations,IBM_000005114326000010_document_item_2a_risk_factors_28,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,,
INTC,Intel Corporation,signal_evidence_unverified,warning,quote_not_found:construction slowdowns and facility consolidations,capital_allocation,Construction slowdowns and facility consolidations,INTC_000005086326000011_document_full_filing_27,0000050863-26-000011,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,,
INTC,Intel Corporation,signal_evidence_unverified,warning,quote_not_found:significant debt repayment and liquidity management,liquidity_and_balance_sheet,Significant debt repayment and liquidity management,INTC_000005086326000011_document_full_filing_128,0000050863-26-000011,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,,
INTC,Intel Corporation,current_fact_contains_risk_language,warning,"In 2025, we settled in cash $3.7 billion of our senior notes... We have other potential sources of liquidity, including a $7.0 billion revolving credit facility... As of December 27, 2025, we had no commercial paper obligations outstanding.",liquidity_and_balance_sheet,Significant debt repayment and liquidity management,INTC_000005086326000011_document_full_filing_128,0000050863-26-000011,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,,
INTC,Intel Corporation,signal_evidence_unverified,warning,quote_not_found:margin pressure from product mix and external manufacturing,pricing_and_margin,Margin pressure from product mix and external manufacturing,INTC_000005086326000011_document_full_filing_173,0000050863-26-000011,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,,
INTC,Intel Corporation,parser_fallback_or_warning,warning,target_sections_not_found_using_full_filing,,,,0000050863-26-000011,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,,
IREN,IREN Ltd,current_fact_contains_risk_language,warning,previously announced a pause in further Bitcoin mining expansion after reaching 50 EH/s... may reduce our Bitcoin mining capacity... to expand our HPC and AI services,capital_allocation,Pause on Bitcoin mining expansion to prioritize AI/HPC growth,IREN_000187884825000063_document_item_1_business_24,0001878848-25-000063,https://www.sec.gov/Archives/edgar/data/1878848/000187884825000063/iren-20250630.htm,,
IREN,IREN Ltd,signal_evidence_unverified,warning,quote_not_found:reliance on third party utility providers for critical power supply,supplier_or_infrastructure_dependency,Reliance on third-party utility providers for critical power supply,IREN_000187884825000063_document_item_1_business_85,0001878848-25-000063,https://www.sec.gov/Archives/edgar/data/1878848/000187884825000063/iren-20250630.htm,,
JBL,Jabil Inc.,current_fact_contains_risk_language,warning,"We currently depend, and expect to continue to depend for the foreseeable future, upon a relatively small number of customers for a significant percentage of our net revenue... a reduction in business from one or more of our largest custome",customer_concentration,Company relies on small number of customers for significant revenue percentage,JBL_000162828025045293_document_item_1a_risk_factors_3,0001628280-25-045293,https://www.sec.gov/Archives/edgar/data/898293/000162828025045293/jbl-20250831.htm,,
JBL,Jabil Inc.,current_fact_contains_risk_language,warning,"Because we make capital expenditures during this ramping-up process and do not receive payment until after we produce and ship the customer’s products, any delays or unanticipated costs in the ramping-up process have, and may again have, a ",liquidity_and_balance_sheet,Capital expenditures during ramping process create cash flow risk due to payment delays,JBL_000162828025045293_document_item_1a_risk_factors_2,0001628280-25-045293,https://www.sec.gov/Archives/edgar/data/898293/000162828025045293/jbl-20250831.htm,,
JCI,Johnson Controls International plc,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000833444-25-000097,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/jci-20250930.htm,,
JCI,Johnson Controls International plc,signal_evidence_unverified,warning,quote_not_found:net sales increased 3 to 23 6 billion driven by organic growth,demand_and_revenue,"Net sales increased 3% to $23.6 billion, driven by organic growth",JCI_000083344425000097_document_item_1a_risk_factors_85,0000833444-25-000097,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/jci-20250930.htm,,
JCI,Johnson Controls International plc,signal_evidence_unverified,warning,quote_not_found:credit ratings remain stable with strong investment grade status,liquidity_and_balance_sheet,Credit ratings remain stable with strong investment-grade status,JCI_000083344425000097_document_item_1a_risk_factors_100,0000833444-25-000097,https://www.sec.gov/Archives/edgar/data/833444/000083344425000097/jci-20250930.htm,,
JNJ,Johnson & Johnson,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000200406-26-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,,
JNJ,Johnson & Johnson,high_importance_profile_unverified,error,4,,,,0000200406-26-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,,
JNJ,Johnson & Johnson,signal_evidence_unverified,warning,quote_not_found:substantial shareholder returns via dividends and buybacks,capital_allocation,Substantial shareholder returns via dividends and buybacks,JNJ_000020040626000016_document_item_7_mdna_6,0000200406-26-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,,
KEYS,Keysight Technologies Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001601046-25-000127,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/keys-20251031.htm,,
KEYS,Keysight Technologies Inc.,signal_evidence_unverified,warning,quote_not_found:strong cash position with 1 89 billion in liquidity,liquidity_and_balance_sheet,Strong cash position with $1.89 billion in liquidity,KEYS_000160104625000127_document_item_7_mdna_36,0001601046-25-000127,https://www.sec.gov/Archives/edgar/data/1601046/000160104625000127/keys-20251031.htm,,
LITE,Lumentum Holdings Inc.,signal_evidence_unverified,error,quote_not_found:customer concentration risk with customer a and b exceeding 10 revenue,customer_concentration,Customer concentration risk with Customer A and B exceeding 10% revenue,LITE_000162828025040830_document_item_7_mdna_21,0001628280-25-040830,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,,
LITE,Lumentum Holdings Inc.,signal_evidence_unverified,warning,quote_not_found:significant convertible note obligations totaling 2 5 billion principal,liquidity_and_balance_sheet,Significant convertible note obligations totaling $2.5 billion principal,LITE_000162828025040830_document_item_7_mdna_35,0001628280-25-040830,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,,
LITE,Lumentum Holdings Inc.,signal_evidence_unverified,warning,quote_not_found:reliance on limited suppliers and contract manufacturers for key components,supplier_or_infrastructure_dependency,Reliance on limited suppliers and contract manufacturers for key components,LITE_000162828025040830_document_item_7_mdna_112,0001628280-25-040830,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,,
LITE,Lumentum Holdings Inc.,current_fact_contains_risk_language,warning,"We rely on a limited number of suppliers for a number of key components... We also rely on a limited number of significant independent contract manufacturers... For many products, a particular contract manufacturer may be the sole source",supplier_or_infrastructure_dependency,Reliance on limited suppliers and contract manufacturers for key components,LITE_000162828025040830_document_item_7_mdna_112,0001628280-25-040830,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,,
LLY,Eli Lilly and Company,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000059478-26-000013,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,,
LLY,Eli Lilly and Company,signal_evidence_unverified,error,quote_not_found:significant capital expenditures and contract manufacturing commitments disclosed,capacity_and_supply,Significant capital expenditures and contract manufacturing commitments disclosed,LLY_000005947826000013_document_item_7_mdna_18,0000059478-26-000013,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,,
LLY,Eli Lilly and Company,current_fact_contains_risk_language,warning,Capital expenditures were $7.8 billion during 2025... Executed agreements... could... require us to pay up to approximately $10 billion if we do not purchase specified amounts,capacity_and_supply,Significant capital expenditures and contract manufacturing commitments disclosed,LLY_000005947826000013_document_item_7_mdna_18,0000059478-26-000013,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,,
LLY,Eli Lilly and Company,signal_evidence_unverified,error,quote_not_found:reliance on china based suppliers for supply chain components,supplier_or_infrastructure_dependency,Reliance on China-based suppliers for supply chain components,LLY_000005947826000013_document_item_1a_risk_factors_29,0000059478-26-000013,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,,
LMT,Lockheed Martin Corporation,signal_evidence_unverified,warning,quote_not_found:total contractual cash obligations reach 127 5 billion,liquidity_and_balance_sheet,Total contractual cash obligations reach $127.5 billion,LMT_000162828026004195_document_item_7_mdna_59,0001628280-26-004195,https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/lmt-20251231.htm,,
LMT,Lockheed Martin Corporation,current_fact_contains_risk_language,warning,"Significant estimates and assumptions are made in estimating contract sales, costs, and profit... All of the estimates require significant judgment and are subject to change... and may affect the profit booking rate.",pricing_and_margin,Profit booking rates subject to significant estimates and changes,LMT_000162828026004195_document_item_7_mdna_66,0001628280-26-004195,https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/lmt-20251231.htm,,
LRCX,Lam Research Corporation,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000707549-25-000075,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/lrcx-20250629.htm,,
LRCX,Lam Research Corporation,high_importance_profile_unverified,error,5,,,,0000707549-25-000075,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/lrcx-20250629.htm,,
MCHP,Microchip Technology Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000827054-26-000016,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/mchp-20260331.htm,,
META,Meta Platforms Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,,
META,Meta Platforms Inc.,signal_evidence_unverified,error,quote_not_found:family of apps revenue grew 22 to 198 8b in 2025,demand_and_revenue,Family of Apps revenue grew 22% to $198.8B in 2025,META_000162828026003942_document_item_7_mdna_2,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,,
META,Meta Platforms Inc.,signal_evidence_unverified,error,quote_not_found:meta holds 131b in contractual commitments for cloud and infrastructure,supplier_or_infrastructure_dependency,Meta holds $131B in contractual commitments for cloud and infrastructure,META_000162828026003942_document_item_7_mdna_42,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,,
META,Meta Platforms Inc.,signal_evidence_unverified,error,quote_not_found:ai regulatory uncertainty poses development and compliance risks,regulatory_or_geopolitical,AI regulatory uncertainty poses development and compliance risks,META_000162828026003942_document_item_1a_risk_factors_22,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,,
MPWR,Monolithic Power Systems Inc.,signal_evidence_unverified,error,quote_not_found:reliance on third party suppliers for wafers and components,supplier_or_infrastructure_dependency,Reliance on third-party suppliers for wafers and components,MPWR_000143774926006113_document_item_1_business_172,0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MPWR,Monolithic Power Systems Inc.,signal_evidence_unverified,error,quote_not_found:export controls and sanctions restrict transactions and sales,regulatory_or_geopolitical,Export controls and sanctions restrict transactions and sales,MPWR_000143774926006113_document_item_1_business_117,0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MPWR,Monolithic Power Systems Inc.,signal_evidence_unverified,error,quote_not_found:manufacturing capacity constraints could harm revenue and customer retention,capacity_and_supply,Manufacturing capacity constraints could harm revenue and customer retention,MPWR_000143774926006113_document_item_1_business_171,0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MPWR,Monolithic Power Systems Inc.,signal_evidence_unverified,warning,quote_not_found:inflation and tariffs may force price increases risking demand,pricing_and_margin,"Inflation and tariffs may force price increases, risking demand",MPWR_000143774926006113_document_item_1_business_171,0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MPWR,Monolithic Power Systems Inc.,signal_evidence_unverified,warning,quote_not_found:product differentiation in high efficiency dc dc solutions,technology_and_product,Product differentiation in high-efficiency DC-DC solutions,MPWR_000143774926006113_document_item_1_business_10,0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MPWR,Monolithic Power Systems Inc.,signal_evidence_unverified,error,quote_not_found:geographic concentration of suppliers in seismically active asia,supplier_or_infrastructure_dependency,Geographic concentration of suppliers in seismically active Asia,MPWR_000143774926006113_document_item_7_mdna_62,0001437749-26-006113,https://www.sec.gov/Archives/edgar/data/1280452/000143774926006113/mpwr20251231_10k.htm,,
MRVL,Marvell Technology Inc.,signal_evidence_unverified,error,quote_not_found:marvell acquires celestial ai for next gen ai interconnect,partnership_or_mna,Marvell acquires Celestial AI for next-gen AI interconnect,MRVL_000183563226000011_document_item_1_business_0,0001835632-26-000011,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,,
MRVL,Marvell Technology Inc.,signal_evidence_unverified,warning,quote_not_found:marvell holds 1 87b in unconditional purchase commitments to foundries,supplier_or_infrastructure_dependency,Marvell holds $1.87B in unconditional purchase commitments to foundries,MRVL_000183563226000011_document_item_7_mdna_109,0001835632-26-000011,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,,
MRVL,Marvell Technology Inc.,current_fact_contains_risk_language,warning,We typically place firm orders with our suppliers up to 26 weeks prior to the anticipated delivery to our customer and may make further supply commitments up to 52 weeks to secure capacity.,capacity_and_supply,Marvell secures capacity via 26-52 week advance supplier orders,MRVL_000183563226000011_document_item_1_business_15,0001835632-26-000011,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,,
MSFT,Microsoft Corporation,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000950170-25-100235,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,,
MSFT,Microsoft Corporation,high_importance_profile_unverified,error,5,,,,0000950170-25-100235,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,,
MU,Micron Technology Inc.,signal_evidence_unverified,error,quote_not_found:hbm3e 12 high dominates shipments hbm4 on schedule for 2026,technology_and_product,HBM3E 12-high dominates shipments; HBM4 on schedule for 2026,MU_000072312525000028_document_item_1_business_6,0000723125-25-000028,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,,
MU,Micron Technology Inc.,current_fact_contains_risk_language,warning,"As of August 28, 2025, we had debt with a carrying value of $14.58 billion and may incur additional debt, including under our $3.50 billion Revolving Credit Facility.",liquidity_and_balance_sheet,Debt carrying value stands at $14.58 billion as of August 2025,MU_000072312525000028_document_item_1_business_107,0000723125-25-000028,https://www.sec.gov/Archives/edgar/data/723125/000072312525000028/mu-20250828.htm,,
NEE,NextEra Energy Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0000753308-26-000015,https://www.sec.gov/Archives/edgar/data/753308/000075330826000015/nee-20251231.htm,,
NET,Cloudflare Inc.,current_fact_contains_risk_language,warning,"For example, the EU AI Act has gone into effect and several U.S. states are also enacting laws governing the use of AI. In certain jurisdictions, some or all of these regulatory requirements may be more stringent than in the United States.",regulatory_or_geopolitical,EU AI Act and US state laws impose new compliance obligations,NET_000147733326000016_document_item_7_mdna_86,0001477333-26-000016,https://www.sec.gov/Archives/edgar/data/1477333/000147733326000016/cloud-20251231.htm,,
NET,Cloudflare Inc.,signal_evidence_unverified,warning,quote_not_found:secured credit facility and convertible notes provide liquidity,liquidity_and_balance_sheet,Secured credit facility and convertible notes provide liquidity,NET_000147733326000016_document_item_7_mdna_41,0001477333-26-000016,https://www.sec.gov/Archives/edgar/data/1477333/000147733326000016/cloud-20251231.htm,,
NET,Cloudflare Inc.,current_fact_contains_risk_language,warning,We also entered into a senior secured credit agreement in May 2024 that includes a $400 million revolving credit facility... we received substantial proceeds from the issuance and sales of our 0% Convertible Senior Notes due 2026... and 0% ,liquidity_and_balance_sheet,Secured credit facility and convertible notes provide liquidity,NET_000147733326000016_document_item_7_mdna_41,0001477333-26-000016,https://www.sec.gov/Archives/edgar/data/1477333/000147733326000016/cloud-20251231.htm,,
NOC,Northrop Grumman Corporation,signal_evidence_unverified,error,quote_not_found:significant new awards drive 2025 revenue pipeline,demand_and_revenue,Significant new awards drive 2025 revenue pipeline,NOC_000113342126000003_document_item_7_mdna_48,0001133421-26-000003,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000003/noc-20251231.htm,,
NOC,Northrop Grumman Corporation,signal_evidence_unverified,warning,quote_not_found:contract asset growth reflects billing timing dynamics,pricing_and_margin,Contract asset growth reflects billing timing dynamics,NOC_000113342126000003_document_item_7_mdna_107,0001133421-26-000003,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000003/noc-20251231.htm,,
NOC,Northrop Grumman Corporation,signal_evidence_unverified,error,quote_not_found:restricted programs drive significant new business,technology_and_product,Restricted programs drive significant new business,NOC_000113342126000003_document_item_7_mdna_48,0001133421-26-000003,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000003/noc-20251231.htm,,
NOW,ServiceNow Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NOW,ServiceNow Inc.,signal_evidence_unverified,error,quote_not_found:subscription gross margin compression due to infrastructure and headcount costs,pricing_and_margin,Subscription gross margin compression due to infrastructure and headcount costs,NOW_000137371526000007_document_item_7_mdna_23,0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NOW,ServiceNow Inc.,signal_evidence_unverified,warning,quote_not_found:significant increase in data center capacity costs supporting growth,capacity_and_supply,Significant increase in data center capacity costs supporting growth,NOW_000137371526000007_document_item_7_mdna_23,0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NOW,ServiceNow Inc.,signal_evidence_unverified,warning,quote_not_found:increased reliance on public cloud providers introduces new cybersecurity risks,supplier_or_infrastructure_dependency,Increased reliance on public cloud providers introduces new cybersecurity risks,NOW_000137371526000007_document_item_1a_risk_factors_31,0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NOW,ServiceNow Inc.,signal_evidence_unverified,warning,quote_not_found:professional services margin remains negative,pricing_and_margin,Professional services margin remains negative,NOW_000137371526000007_document_item_7_mdna_23,0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NOW,ServiceNow Inc.,signal_evidence_unverified,warning,quote_not_found:stock based compensation expected to increase in absolute dollars,capital_allocation,Stock-based compensation expected to increase in absolute dollars,NOW_000137371526000007_document_item_7_mdna_28,0001373715-26-000007,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000007/now-20251231.htm,,
NTAP,NetApp Inc.,profile_evidence_unverified,warning,One or more profile quotes failed validation,,,,0001193125-26-259683,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/ntap-20260424.htm,,
NTAP,NetApp Inc.,signal_evidence_unverified,warning,quote_not_found:all flash revenues growing as percentage of hybrid cloud segment,demand_and_revenue,All-flash revenues growing as percentage of Hybrid Cloud segment,NTAP_000119312526259683_document_item_1_business_164,0001193125-26-259683,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/ntap-20260424.htm,,
NTAP,NetApp Inc.,signal_evidence_unverified,error,quote_not_found:reliance on limited suppliers and key contract manufacturers,supplier_or_infrastructure_dependency,Reliance on limited suppliers and key contract manufacturers,NTAP_000119312526259683_document_item_1a_risk_factors_70,0001193125-26-259683,https://www.sec.gov/Archives/edgar/data/1002047/000119312526259683/ntap-20260424.htm,,
